,Sku_id,Sku_code,Dc_name,Dc_code,Wrh,Munit,Warehouse_name,Sku_name,rate,Forecast_box,SS,Inventory,Suggestion_qty,Update_time,Account_date
0,3010321,07640,杭州配送中心,001,001,箱,杭州配送中心,智利车厘子J,10,545,209.18407587577025,133,621,2020-02-15 15:08:02,2019-12-10
1,3027943,11620,杭州配送中心,001,001,箱,杭州配送中心,带叶鲜橙（小）,30,534,74.0,136,472,2020-02-15 15:08:02,2019-12-10
2,3003923,16010,杭州配送中心,001,001,斤,杭州配送中心,春蕉,18,3856,0.0,-1385,5241,2020-02-15 15:08:02,2019-12-10
3,3014452,08890,杭州配送中心,001,001,箱,杭州配送中心,金香露蜜桔,25,173,45.23220091925663,145,73,2020-02-15 15:08:02,2019-12-10
4,3027965,11650,杭州配送中心,001,001,箱,杭州配送中心,优选香梨,10,205,12.193637685284896,93,124,2020-02-15 15:08:02,2019-12-10
5,3004746,65550,杭州配送中心,001,001,箱,杭州配送中心,樱桃小番茄,7,766,165.28859609785547,175,756,2020-02-15 15:08:02,2019-12-10
6,3027925,11600,杭州配送中心,001,001,箱,杭州配送中心,满山红富士（大）,26,784,14.065447024534983,-404,1202,2020-02-15 15:08:02,2019-12-10
7,3005378,07220,杭州配送中心,001,001,箱,杭州配送中心,台湾释迦,12,69,3.24764530082951,16,56,2020-02-15 15:08:02,2019-12-10
8,3007703,12190,杭州配送中心,001,001,斤,杭州配送中心,龙珠果,5,23,4.692121055556858,18,10,2020-02-15 15:08:02,2019-12-10
9,3010692,65770,杭州配送中心,001,001,箱,杭州配送中心,冰糖橙,25,68,33.229191985361304,131,0,2020-02-15 15:08:02,2019-12-10
10,3010696,12130,杭州配送中心,001,001,斤,杭州配送中心,原种红玉木瓜,5,54,6.4,52,8,2020-02-15 15:08:02,2019-12-10
11,3005446,16040,杭州配送中心,001,001,斤,杭州配送中心,进口蕉,27,697,0.0,1189,0,2020-02-15 15:08:02,2019-12-10
12,3005887,05200,杭州配送中心,001,001,箱,杭州配送中心,沙洲绿宝瓜,18,1664,342.4327460976827,1898,108,2020-02-15 15:08:02,2019-12-10
13,3027971,11710,杭州配送中心,001,001,箱,杭州配送中心,甄选蓝莓,12,255,29.909302900602682,42,243,2020-02-15 15:08:02,2019-12-10
14,3000101,06850,杭州配送中心,001,001,箱,杭州配送中心,百香果（盒）,850,43,0.0,49,0,2020-02-15 15:08:02,2019-12-10
15,3011926,01270,杭州配送中心,001,001,箱,杭州配送中心,冰糖木瓜,8,12,0.846640419540669,10,3,2020-02-15 15:08:02,2019-12-10
16,3006437,05020,杭州配送中心,001,001,箱,杭州配送中心,鲜丰玉麒麟,26,368,5.0,302,71,2020-02-15 15:08:02,2019-12-10
17,3000187,07350,杭州配送中心,001,001,箱,杭州配送中心,泰国椰青,9,468,109.15143242303327,166,411,2020-02-15 15:08:02,2019-12-10
18,3000168,07300,杭州配送中心,001,001,箱,杭州配送中心,蜜宝红心火龙果,10,157,17.17002038437928,65,109,2020-02-15 15:08:02,2019-12-10
19,3004365,07950,杭州配送中心,001,001,箱,杭州配送中心,金尧榴莲,14,368,237.70723506027323,159,447,2020-02-15 15:08:02,2019-12-10
20,3010784,12240,杭州配送中心,001,001,箱,杭州配送中心,珍珠牛奶枣,13,218,47.0,114,151,2020-02-15 15:08:02,2019-12-10
21,3005323,07340,杭州配送中心,001,001,箱,杭州配送中心,火参果,8,11,1.28,12,0,2020-02-15 15:08:02,2019-12-10
22,3009681,13160,杭州配送中心,001,001,箱,杭州配送中心,南水梨,20,274,31.0,194,111,2020-02-15 15:08:02,2019-12-10
23,3005943,07600,杭州配送中心,001,001,箱,杭州配送中心,菲律宾凤梨,29,135,20.35964636235119,105,50,2020-02-15 15:08:02,2019-12-10
24,3013455,07540,杭州配送中心,001,001,箱,杭州配送中心,优选泰国桂圆,21,428,55.0,299,184,2020-02-15 15:08:02,2019-12-10
25,3000174,07310,杭州配送中心,001,001,箱,杭州配送中心,金火龙果,13,802,205.77542710440432,1494,0,2020-02-15 15:08:02,2019-12-10
26,3014458,01310,杭州配送中心,001,001,箱,杭州配送中心,克伦森无籽红提,14,679,81.44612943535131,58,702,2020-02-15 15:08:02,2019-12-10
27,3014526,06390,杭州配送中心,001,001,箱,杭州配送中心,金边香芒,10,397,51.0,217,231,2020-02-15 15:08:02,2019-12-10
