,Sku_id,Sku_code,Dc_name,Dc_code,Wrh,Munit,Warehouse_name,Sku_name,rate,Forecast_box,SS,Inventory,Suggestion_qty,Update_time,Account_date
0,3010321,07640,杭州配送中心,001,001,箱,杭州配送中心,智利车厘子J,10,483.0,378.41863801879526,710.0,151,2020-02-15 15:10:13,2019-12-21
1,3027943,11620,杭州配送中心,001,001,箱,杭州配送中心,带叶鲜橙（小）,30,185.0,24.317894645713064,21.0,188,2020-02-15 15:10:13,2019-12-21
2,3003923,16010,杭州配送中心,001,001,斤,杭州配送中心,春蕉,18,992.0,0.0,65.0,927,2020-02-15 15:10:13,2019-12-21
3,3014452,08890,杭州配送中心,001,001,箱,杭州配送中心,金香露蜜桔,25,0.0,0.0,0.0,0,2020-02-15 15:10:13,2019-12-21
4,3027965,11650,杭州配送中心,001,001,箱,杭州配送中心,优选香梨,10,94.0,30.16668360957167,-3.0,127,2020-02-15 15:10:13,2019-12-21
5,3004746,65550,杭州配送中心,001,001,箱,杭州配送中心,樱桃小番茄,7,85.0,47.00842477684187,0.0,132,2020-02-15 15:10:13,2019-12-21
6,3027925,11600,杭州配送中心,001,001,箱,杭州配送中心,满山红富士（大）,26,26.0,21.264957089070272,0.0,47,2020-02-15 15:10:13,2019-12-21
7,3005378,07220,杭州配送中心,001,001,箱,杭州配送中心,台湾释迦,12,40.0,2.0,-8.0,50,2020-02-15 15:10:13,2019-12-21
8,3007703,12190,杭州配送中心,001,001,斤,杭州配送中心,龙珠果,5,8.0,2.696367927416435,10.0,1,2020-02-15 15:10:13,2019-12-21
9,3010692,65770,杭州配送中心,001,001,箱,杭州配送中心,冰糖橙,25,54.0,17.161072227573662,21.0,50,2020-02-15 15:10:13,2019-12-21
10,3010696,12130,杭州配送中心,001,001,斤,杭州配送中心,原种红玉木瓜,5,40.0,13.053489954797529,57.0,0,2020-02-15 15:10:13,2019-12-21
11,3005446,16040,杭州配送中心,001,001,斤,杭州配送中心,进口蕉,27,709.0,0.0,368.0,341,2020-02-15 15:10:13,2019-12-21
12,3005887,05200,杭州配送中心,001,001,箱,杭州配送中心,沙洲绿宝瓜,18,1106.0,238.49512196269342,-186.0,1530,2020-02-15 15:10:13,2019-12-21
13,3027971,11710,杭州配送中心,001,001,箱,杭州配送中心,甄选蓝莓,12,152.0,36.88616000615949,-3.0,192,2020-02-15 15:10:13,2019-12-21
14,3000101,06850,杭州配送中心,001,001,箱,杭州配送中心,百香果（盒）,850,32.0,0.0,-15.0,47,2020-02-15 15:10:13,2019-12-21
15,3011926,01270,杭州配送中心,001,001,箱,杭州配送中心,冰糖木瓜,8,9.0,1.2393546707863734,0.0,10,2020-02-15 15:10:13,2019-12-21
16,3006437,05020,杭州配送中心,001,001,箱,杭州配送中心,鲜丰玉麒麟,26,276.0,72.72382828206997,-63.0,412,2020-02-15 15:10:13,2019-12-21
17,3000187,07350,杭州配送中心,001,001,箱,杭州配送中心,泰国椰青,9,172.0,116.0,11.0,277,2020-02-15 15:10:13,2019-12-21
18,3000168,07300,杭州配送中心,001,001,箱,杭州配送中心,蜜宝红心火龙果,10,74.0,10.24,-2.0,86,2020-02-15 15:10:13,2019-12-21
19,3004365,07950,杭州配送中心,001,001,箱,杭州配送中心,金尧榴莲,14,160.0,3.0,-17.0,180,2020-02-15 15:10:13,2019-12-21
20,3010784,12240,杭州配送中心,001,001,箱,杭州配送中心,珍珠牛奶枣,13,130.0,11.140412918738695,1.0,140,2020-02-15 15:10:13,2019-12-21
21,3005323,07340,杭州配送中心,001,001,箱,杭州配送中心,火参果,8,3.0,0.0,4.0,0,2020-02-15 15:10:13,2019-12-21
22,3009681,13160,杭州配送中心,001,001,箱,杭州配送中心,南水梨,20,85.0,71.0,89.0,67,2020-02-15 15:10:13,2019-12-21
23,3005943,07600,杭州配送中心,001,001,箱,杭州配送中心,菲律宾凤梨,29,109.0,21.303445730679346,27.0,103,2020-02-15 15:10:13,2019-12-21
24,3013455,07540,杭州配送中心,001,001,箱,杭州配送中心,优选泰国桂圆,21,186.0,59.37530799920115,89.0,156,2020-02-15 15:10:13,2019-12-21
25,3000174,07310,杭州配送中心,001,001,箱,杭州配送中心,金火龙果,13,327.0,284.0,806.0,0,2020-02-15 15:10:13,2019-12-21
26,3014458,01310,杭州配送中心,001,001,箱,杭州配送中心,克伦森无籽红提,14,281.0,67.80074335875678,80.0,269,2020-02-15 15:10:13,2019-12-21
27,3014526,06390,杭州配送中心,001,001,箱,杭州配送中心,金边香芒,10,130.0,76.0,54.0,152,2020-02-15 15:10:13,2019-12-21
