,产品定位,goods_code,商品名称,Stock,Inventory,日期,订货仓库,箱价,ORDER_SUM,stockout,缺货率,ito,ito_day,资金占用成本,库存管理成本,商品价值损耗成本,缺货成本,销售额,time
0,民生吸客,07540,优选泰国桂圆,451.0,0,2019-12-03,102.0,136.5,451.0,0,0,1.0,1.0,0.0,30.78075,0.0,0,61561.5,2019-12-03
1,民生吸客,07310,金火龙果,1314.0,742,2019-12-03,102.0,135.0,572.0,0,0,0.2782101167315175,3.594405594405594,100771.02,138.78,5008.5,0,77220.0,2019-12-03
2,民生吸客,11620,带叶鲜橙（小）,746.0,404,2019-12-03,102.0,90.0,342.0,0,0,0.29739130434782607,3.3625730994152048,36578.16,51.75,1818.0,0,30780.0,2019-12-03
3,民生吸客,07350,泰国椰青,240.0,77,2019-12-03,102.0,70.02,163.0,0,0,0.5141955835962145,1.9447852760736195,5423.88924,11.09817,269.577,0,11413.26,2019-12-03
4,核心主推,13160,南水梨,941.0,882,2019-12-03,102.0,110.0,59.0,0,0,0.03236423477783873,30.89830508474576,97602.12,100.265,4851.0,0,6490.0,2019-12-03
5,核心主推,06390,金边香芒,127.0,7,2019-12-03,102.0,85.0,120.0,0,0,0.8955223880597015,1.1166666666666667,598.57,5.695,29.75,0,10200.0,2019-12-03
6,核心主推,05200,沙洲绿宝瓜,7100.0,6008,2019-12-03,102.0,72.0,1092.0,0,0,0.08330790357033872,12.003663003663004,435171.456,471.88800000000003,21628.800000000003,0,78624.0,2019-12-03
7,核心主推,01310,克伦森无籽红提,2329.0,2082,2019-12-03,102.0,216.0,247.0,0,0,0.05599637270460213,17.858299595141702,452410.272,476.38800000000003,22485.600000000002,0,53352.0,2019-12-03
8,核心主推,05020,鲜丰玉麒麟,400.0,131,2019-12-03,102.0,105.0,269.0,0,0,0.5065913370998116,1.9739776951672865,13837.53,27.8775,687.75,0,28245.0,2019-12-03
9,差异单品,06850,百香果（盒）,64.0,32,2019-12-03,102.0,17.5,32.0,0,0,0.3333333333333333,3.0,563.36,0.84,28.0,0,560.0,2019-12-03
10,差异单品,65770,冰糖橙,95.0,59,2019-12-03,102.0,112.5,36.0,0,0,0.23376623376623376,4.277777777777778,6677.325,8.6625,331.875,0,4050.0,2019-12-03
11,差异单品,07600,菲律宾凤梨,460.0,385,2019-12-03,102.0,110.0,75.0,0,0,0.08875739644970414,11.266666666666667,42604.1,46.475,2117.5,0,8250.0,2019-12-03
12,差异单品,12190,龙珠果,18.0,9,2019-12-03,102.0,70.0,9.0,0,0,0.3333333333333333,3.0,633.78,0.9450000000000001,31.5,0,630.0,2019-12-03
13,差异单品,01270,冰糖木瓜,31.0,28,2019-12-03,102.0,55.04,3.0,0,0,0.05084745762711865,19.666666666666664,1550.36672,1.62368,77.056,0,165.12,2019-12-03
14,差异单品,07340,火参果,11.0,7,2019-12-03,102.0,90.0,4.0,0,0,0.2222222222222222,4.5,633.78,0.81,31.5,0,360.0,2019-12-03
15,差异单品,07300,蜜宝红心火龙果,120.0,69,2019-12-03,102.0,100.0,51.0,0,0,0.2698412698412698,3.7058823529411766,6941.4,9.450000000000001,345.0,0,5100.0,2019-12-03
16,差异单品,11650,优选香梨,170.0,117,2019-12-03,102.0,63.0,53.0,0,0,0.18466898954703834,5.415094339622641,7415.226,9.0405,368.55,0,3339.0,2019-12-03
17,差异单品,07950,金尧榴莲,346.0,206,2019-12-03,102.0,279.995,140.0,0,0,0.2536231884057971,3.9428571428571426,58025.04382,77.27862,2883.9485000000004,0,39199.3,2019-12-03
18,差异单品,11710,甄选蓝莓,145.0,78,2019-12-03,102.0,110.03999999999999,67.0,0,0,0.3004484304932735,3.328358208955224,8634.618719999999,12.269459999999999,429.15599999999995,0,7372.679999999999,2019-12-03
19,差异单品,12130,原种红玉木瓜,82.0,48,2019-12-03,102.0,38.0,34.0,0,0,0.26153846153846155,3.8235294117647056,1834.944,2.47,91.2,0,1292.0,2019-12-03
20,差异单品,07220,台湾释迦,21.0,2,2019-12-03,102.0,109.97999999999999,19.0,0,0,0.8260869565217391,1.2105263157894737,221.27975999999998,1.26477,10.998,0,2089.62,2019-12-03
21,差异单品,12240,珍珠牛奶枣,423.0,333,2019-12-03,102.0,84.0,90.0,0,0,0.11904761904761904,8.4,28139.832,31.752,1398.6000000000001,0,7560.0,2019-12-03
