,产品定位,goods_code,商品名称,Stock,Inventory,日期,订货仓库,箱价,ORDER_SUM,stockout,缺货率,ito,ito_day,资金占用成本,库存管理成本,商品价值损耗成本,缺货成本,销售额,time
0,民生吸客,07540,优选泰国桂圆,296.0,63.0,2019-12-08,102.0,136.5,233.0,0.0,0,0.649025069637883,1.5407725321888412,8651.097,24.50175,429.975,0,31804.5,2019-12-08
1,民生吸客,07310,金火龙果,813.0,441.0,2019-12-08,102.0,135.0,372.0,0.0,0,0.2966507177033493,3.370967741935484,59892.21,84.645,2976.75,0,50220.0,2019-12-08
2,民生吸客,11620,带叶鲜橙（小）,419.0,292.0,2019-12-08,102.0,90.0,127.0,0.0,0,0.17862165963431786,5.5984251968503935,26437.68,31.995,1314.0,0,11430.0,2019-12-08
3,民生吸客,07350,泰国椰青,325.0,157.0,2019-12-08,102.0,70.02,168.0,0.0,0,0.34854771784232363,2.869047619047619,11059.098839999999,16.87482,549.657,0,11763.359999999999,2019-12-08
4,核心主推,13160,南水梨,857.0,777.0,2019-12-08,102.0,110.0,80.0,0.0,0,0.04895960832313342,20.424999999999997,85982.82,89.87,4273.5,0,8800.0,2019-12-08
5,核心主推,06390,金边香芒,290.0,152.0,2019-12-08,102.0,85.0,138.0,0.0,0,0.31221719457013575,3.2028985507246377,12997.52,18.785,646.0,0,11730.0,2019-12-08
6,核心主推,05200,沙洲绿宝瓜,5788.0,4665.0,2019-12-08,102.0,72.0,1123.0,0.0,0,0.1074332727446666,9.308103294746216,337895.28,376.308,16794.0,0,80856.0,2019-12-08
7,核心主推,01310,克伦森无籽红提,1486.0,1107.0,2019-12-08,102.0,216.0,379.0,0.0,0,0.1461627458542229,6.841688654353563,240546.672,280.044,11955.6,0,81864.0,2019-12-08
8,核心主推,05020,鲜丰玉麒麟,1326.0,1120.0,2019-12-08,102.0,105.0,206.0,0.0,0,0.08421913327882256,11.87378640776699,118305.6,128.415,5880.0,0,21630.0,2019-12-08
9,差异单品,06850,百香果（盒）,48.0,24.0,2019-12-08,102.0,17.5,24.0,0.0,0,0.3333333333333333,3.0,422.52,0.63,21.0,0,420.0,2019-12-08
10,差异单品,65770,冰糖橙,55.0,9.0,2019-12-08,102.0,112.5,46.0,0.0,0,0.71875,1.391304347826087,1018.575,3.6,50.625,0,5175.0,2019-12-08
11,差异单品,07600,菲律宾凤梨,133.0,49.0,2019-12-08,102.0,110.0,84.0,0.0,0,0.46153846153846156,2.1666666666666665,5422.34,10.01,269.5,0,9240.0,2019-12-08
12,差异单品,12190,龙珠果,20.0,12.0,2019-12-08,102.0,70.0,8.0,0.0,0,0.25,4.0,845.04,1.12,42.0,0,560.0,2019-12-08
13,差异单品,01270,冰糖木瓜,9.0,1.0,2019-12-08,102.0,55.04,8.0,0.0,0,0.8,1.25,55.37024,0.2752,2.7520000000000002,0,440.32,2019-12-08
14,差异单品,07340,火参果,8.0,0.0,2019-12-08,102.0,90.0,8.0,0.0,0,1.0,1.0,0.0,0.36,0.0,0,720.0,2019-12-08
15,差异单品,07300,蜜宝红心火龙果,101.0,39.0,2019-12-08,102.0,100.0,62.0,0.0,0,0.44285714285714284,2.2580645161290325,3923.4,7.0,195.0,0,6200.0,2019-12-08
16,差异单品,11650,优选香梨,1267.0,1183.0,2019-12-08,102.0,63.0,84.0,0.0,0,0.03428571428571429,29.166666666666664,74976.174,77.175,3726.4500000000003,0,5292.0,2019-12-08
17,差异单品,07950,金尧榴莲,185.0,71.0,2019-12-08,102.0,279.995,114.0,0.0,0,0.4453125,2.245614035087719,19998.922870000002,35.83936,993.98225,0,31919.43,2019-12-08
18,差异单品,11710,甄选蓝莓,144.0,45.0,2019-12-08,102.0,110.03999999999999,99.0,0.0,0,0.5238095238095238,1.909090909090909,4981.510799999999,10.398779999999999,247.58999999999997,0,10893.96,2019-12-08
19,差异单品,12130,原种红玉木瓜,84.0,53.0,2019-12-08,102.0,38.0,31.0,0.0,0,0.22627737226277372,4.419354838709677,2026.084,2.603,100.7,0,1178.0,2019-12-08
20,差异单品,07220,台湾释迦,90.0,78.0,2019-12-08,102.0,109.97999999999999,12.0,0.0,0,0.07142857142857142,14.0,8629.910639999998,9.23832,428.92199999999997,0,1319.7599999999998,2019-12-08
21,差异单品,12240,珍珠牛奶枣,234.0,132.0,2019-12-08,102.0,84.0,102.0,0.0,0,0.2786885245901639,3.588235294117647,11154.528,15.372,554.4,0,8568.0,2019-12-08
