,Sku_id,Sku_code,Dc_name,Dc_code,Wrh,Munit,Warehouse_name,Sku_name,rate,Forecast_box,SS,Inventory,Suggestion_qty,Update_time,Account_date
0,3010321,07640,杭州配送中心,001,001,箱,杭州配送中心,智利车厘子J,10,381.6,72.77379748233564,285,169,2020-02-15 15:07:35,2019-12-08
1,3027943,11620,杭州配送中心,001,001,箱,杭州配送中心,带叶鲜橙（小）,30,228.6,51.0,54,226,2020-02-15 15:07:35,2019-12-08
2,3003923,16010,杭州配送中心,001,001,斤,杭州配送中心,春蕉,18,2050.2000000000003,0.0,948,1102,2020-02-15 15:07:35,2019-12-08
3,3014452,08890,杭州配送中心,001,001,箱,杭州配送中心,金香露蜜桔,25,194.4,51.91500746412351,82,164,2020-02-15 15:07:35,2019-12-08
4,3027965,11650,杭州配送中心,001,001,箱,杭州配送中心,优选香梨,10,151.20000000000002,8.0,6,153,2020-02-15 15:07:35,2019-12-08
5,3004746,65550,杭州配送中心,001,001,箱,杭州配送中心,樱桃小番茄,7,576.0,90.30068881243376,247,419,2020-02-15 15:07:35,2019-12-08
6,3027925,11600,杭州配送中心,001,001,箱,杭州配送中心,满山红富士（大）,26,171.0,5.0,29,147,2020-02-15 15:07:35,2019-12-08
7,3005378,07220,杭州配送中心,001,001,箱,杭州配送中心,台湾释迦,12,21.6,1.9983993594874876,25,0,2020-02-15 15:07:35,2019-12-08
8,3007703,12190,杭州配送中心,001,001,斤,杭州配送中心,龙珠果,5,16.2,7.935741931287837,14,10,2020-02-15 15:07:35,2019-12-08
9,3010692,65770,杭州配送中心,001,001,箱,杭州配送中心,冰糖橙,25,117.0,34.712257201167425,32,120,2020-02-15 15:07:35,2019-12-08
10,3010696,12130,杭州配送中心,001,001,斤,杭州配送中心,原种红玉木瓜,5,115.2,17.02929241043209,33,99,2020-02-15 15:07:35,2019-12-08
11,3005446,16040,杭州配送中心,001,001,斤,杭州配送中心,进口蕉,27,1459.8,0.0,613,847,2020-02-15 15:07:35,2019-12-08
12,3005887,05200,杭州配送中心,001,001,箱,杭州配送中心,沙洲绿宝瓜,18,2440.8,681.6525801315506,877,2245,2020-02-15 15:07:35,2019-12-08
13,3027971,11710,杭州配送中心,001,001,箱,杭州配送中心,甄选蓝莓,12,172.8,10.0,40,143,2020-02-15 15:07:35,2019-12-08
14,3000101,06850,杭州配送中心,001,001,箱,杭州配送中心,百香果（盒）,850,43.2,0.0,-5,48,2020-02-15 15:07:35,2019-12-08
15,3011926,01270,杭州配送中心,001,001,箱,杭州配送中心,冰糖木瓜,8,16.2,1.1085125168440815,0,17,2020-02-15 15:07:35,2019-12-08
16,3006437,05020,杭州配送中心,001,001,箱,杭州配送中心,鲜丰玉麒麟,26,370.8,18.0,81,308,2020-02-15 15:07:35,2019-12-08
17,3000187,07350,杭州配送中心,001,001,箱,杭州配送中心,泰国椰青,9,340.2,86.48055503984698,166,261,2020-02-15 15:07:35,2019-12-08
18,3000168,07300,杭州配送中心,001,001,箱,杭州配送中心,蜜宝红心火龙果,10,117.0,26.984558547435977,41,103,2020-02-15 15:07:35,2019-12-08
19,3004365,07950,杭州配送中心,001,001,箱,杭州配送中心,金尧榴莲,14,199.8,88.0,114,174,2020-02-15 15:07:35,2019-12-08
20,3010784,12240,杭州配送中心,001,001,箱,杭州配送中心,珍珠牛奶枣,13,210.6,93.61517825651993,103,201,2020-02-15 15:07:35,2019-12-08
21,3005323,07340,杭州配送中心,001,001,箱,杭州配送中心,火参果,8,14.4,1.2393546707863734,-4,20,2020-02-15 15:07:35,2019-12-08
22,3009681,13160,杭州配送中心,001,001,箱,杭州配送中心,南水梨,20,198.0,46.95611568262435,90,155,2020-02-15 15:07:35,2019-12-08
23,3005943,07600,杭州配送中心,001,001,箱,杭州配送中心,菲律宾凤梨,29,162.0,23.512924105691322,57,129,2020-02-15 15:07:35,2019-12-08
24,3013455,07540,杭州配送中心,001,001,箱,杭州配送中心,优选泰国桂圆,21,417.6,116.53581080509116,152,382,2020-02-15 15:07:35,2019-12-08
25,3000174,07310,杭州配送中心,001,001,箱,杭州配送中心,金火龙果,13,666.0,91.0,491,266,2020-02-15 15:07:35,2019-12-08
26,3014458,01310,杭州配送中心,001,001,箱,杭州配送中心,克伦森无籽红提,14,651.6,109.96784984712578,126,636,2020-02-15 15:07:35,2019-12-08
27,3014526,06390,杭州配送中心,001,001,箱,杭州配送中心,金边香芒,10,320.40000000000003,54.96459951641602,65,310,2020-02-15 15:07:35,2019-12-08
