,Sku_id,Sku_code,Dc_name,Dc_code,Wrh,Munit,Warehouse_name,Sku_name,rate,Forecast_box,SS,Inventory,Suggestion_qty,Update_time,Account_date
0,3010321,07640,杭州配送中心,001,001,箱,杭州配送中心,智利车厘子J,10,130.0,130.0,384.0,0,2020-02-15 15:09:03,2019-12-15
1,3027943,11620,杭州配送中心,001,001,箱,杭州配送中心,带叶鲜橙（小）,30,172.0,17.0,79.0,110,2020-02-15 15:09:03,2019-12-15
2,3003923,16010,杭州配送中心,001,001,斤,杭州配送中心,春蕉,18,1516.0,0.0,94.0,1422,2020-02-15 15:09:03,2019-12-15
3,3014452,08890,杭州配送中心,001,001,箱,杭州配送中心,金香露蜜桔,25,13.0,13.0,0.0,26,2020-02-15 15:09:03,2019-12-15
4,3027965,11650,杭州配送中心,001,001,箱,杭州配送中心,优选香梨,10,147.0,27.880430412746502,0.0,175,2020-02-15 15:09:03,2019-12-15
5,3004746,65550,杭州配送中心,001,001,箱,杭州配送中心,樱桃小番茄,7,294.0,94.38589725165514,0.0,388,2020-02-15 15:09:03,2019-12-15
6,3027925,11600,杭州配送中心,001,001,箱,杭州配送中心,满山红富士（大）,26,31.0,25.495787887413876,0.0,56,2020-02-15 15:09:03,2019-12-15
7,3005378,07220,杭州配送中心,001,001,箱,杭州配送中心,台湾释迦,12,12.0,1.693280839081338,18.0,0,2020-02-15 15:09:03,2019-12-15
8,3007703,12190,杭州配送中心,001,001,斤,杭州配送中心,龙珠果,5,16.0,11.0,12.0,15,2020-02-15 15:09:03,2019-12-15
9,3010692,65770,杭州配送中心,001,001,箱,杭州配送中心,冰糖橙,25,71.0,71.0,62.0,80,2020-02-15 15:09:03,2019-12-15
10,3010696,12130,杭州配送中心,001,001,斤,杭州配送中心,原种红玉木瓜,5,52.0,14.730431086699397,40.0,27,2020-02-15 15:09:03,2019-12-15
11,3005446,16040,杭州配送中心,001,001,斤,杭州配送中心,进口蕉,27,846.0,0.0,600.0,246,2020-02-15 15:09:03,2019-12-15
12,3005887,05200,杭州配送中心,001,001,箱,杭州配送中心,沙洲绿宝瓜,18,1539.0,345.5500704673637,84.0,1801,2020-02-15 15:09:03,2019-12-15
13,3027971,11710,杭州配送中心,001,001,箱,杭州配送中心,甄选蓝莓,12,150.0,50.10018762439917,24.0,176,2020-02-15 15:09:03,2019-12-15
14,3000101,06850,杭州配送中心,001,001,箱,杭州配送中心,百香果（盒）,850,28.0,0.0,9.0,19,2020-02-15 15:09:03,2019-12-15
15,3011926,01270,杭州配送中心,001,001,箱,杭州配送中心,冰糖木瓜,8,8.0,1.28,6.0,3,2020-02-15 15:09:03,2019-12-15
16,3006437,05020,杭州配送中心,001,001,箱,杭州配送中心,鲜丰玉麒麟,26,579.0,229.2727982120862,-83.0,891,2020-02-15 15:09:03,2019-12-15
17,3000187,07350,杭州配送中心,001,001,箱,杭州配送中心,泰国椰青,9,374.0,59.0,528.0,0,2020-02-15 15:09:03,2019-12-15
18,3000168,07300,杭州配送中心,001,001,箱,杭州配送中心,蜜宝红心火龙果,10,58.0,40.85862454855768,69.0,30,2020-02-15 15:09:03,2019-12-15
19,3004365,07950,杭州配送中心,001,001,箱,杭州配送中心,金尧榴莲,14,112.0,17.0,374.0,0,2020-02-15 15:09:03,2019-12-15
20,3010784,12240,杭州配送中心,001,001,箱,杭州配送中心,珍珠牛奶枣,13,125.0,64.69937866780484,168.0,22,2020-02-15 15:09:03,2019-12-15
21,3005323,07340,杭州配送中心,001,001,箱,杭州配送中心,火参果,8,5.0,3.3255375505322444,6.0,2,2020-02-15 15:09:03,2019-12-15
22,3009681,13160,杭州配送中心,001,001,箱,杭州配送中心,南水梨,20,132.0,64.0,59.0,137,2020-02-15 15:09:03,2019-12-15
23,3005943,07600,杭州配送中心,001,001,箱,杭州配送中心,菲律宾凤梨,29,77.0,28.878116282056904,56.0,50,2020-02-15 15:09:03,2019-12-15
24,3013455,07540,杭州配送中心,001,001,箱,杭州配送中心,优选泰国桂圆,21,191.0,51.0,84.0,158,2020-02-15 15:09:03,2019-12-15
25,3000174,07310,杭州配送中心,001,001,箱,杭州配送中心,金火龙果,13,361.0,86.0,194.0,253,2020-02-15 15:09:03,2019-12-15
26,3014458,01310,杭州配送中心,001,001,箱,杭州配送中心,克伦森无籽红提,14,346.0,198.0,251.0,293,2020-02-15 15:09:03,2019-12-15
27,3014526,06390,杭州配送中心,001,001,箱,杭州配送中心,金边香芒,10,203.0,81.71724909711536,103.0,182,2020-02-15 15:09:03,2019-12-15
