,Account_date,sales_qty,price_unit,in_price_unit,7d_ipu_mean,7d_ipu_var_,7d_ipu_trend,7d_ipu_cv,14d_ipu_mean,14d_ipu_var_,14d_ipu_trend,14d_ipu_cv,21d_ipu_mean,21d_ipu_var_,21d_ipu_trend,21d_ipu_cv,back_1day_price_unit,back_3day_price_unit,back_7day_price_unit,7d_p_mean,7d_p_var_,7d_p_trend,7d_p_cv,14d_p_mean,14d_p_var_,14d_p_trend,14d_p_cv,21d_p_mean,21d_p_var_,21d_p_trend,21d_p_cv
25,2018-01-26,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2018-01-27,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2018-01-28,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2018-01-29,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2018-01-30,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2018-01-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2018-02-01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2018-02-02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2018-02-03,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2018-02-04,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2018-02-05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2018-02-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2018-02-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2018-02-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2018-02-09,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2018-02-10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2018-02-11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2018-02-12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2018-02-13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2018-02-14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2018-02-15,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2018-02-16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2018-02-17,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2018-02-18,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2018-02-19,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2018-02-20,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2018-02-21,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2018-02-22,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2018-02-23,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2018-02-24,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2018-02-25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2018-02-26,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2018-02-27,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2018-02-28,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2018-03-01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2018-03-02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,2018-03-03,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,2018-03-04,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,2018-03-05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,2018-03-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,2018-03-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,2018-03-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,2018-03-09,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,2018-03-10,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,2018-03-11,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,2018-03-12,69.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,2018-03-13,132.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2018-03-14,176.22999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,2018-03-15,272.3439999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2018-03-16,237.04517763637523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,2018-03-17,297.2812427656389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,2018-03-18,310.5593041840608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,2018-03-19,285.5238029366598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,2018-03-20,201.50200000000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,2018-03-21,254.81399999999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,2018-03-22,244.19599999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,2018-03-23,248.8514430699388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,2018-03-24,258.80999999999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,2018-03-25,260.80800000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,2018-03-26,179.2519999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,2018-03-27,188.22000000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,2018-03-28,159.09999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,2018-03-29,154.56000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,2018-03-30,179.478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,2018-03-31,235.98600000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,2018-04-01,178.55999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,2018-04-02,107.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,2018-04-03,143.32999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,2018-04-04,100.99999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,2018-04-05,116.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,2018-04-06,171.754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,2018-04-07,146.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,2018-04-08,135.79999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,2018-04-09,118.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,2018-04-10,132.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2018-04-11,115.32000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,2018-04-12,102.408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,2018-04-13,101.90999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,2018-04-14,163.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,2018-04-15,137.89999999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,2018-04-16,121.73000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,2018-04-17,160.31000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,2018-04-18,118.69000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,2018-04-19,117.96000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,2018-04-20,112.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,2018-04-21,141.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,2018-04-22,100.63999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,2018-04-23,38.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,2018-04-24,96.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,2018-04-25,61.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,2018-04-26,33.589999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,2018-04-27,28.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,2018-04-28,39.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,2018-04-29,105.74999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,2018-04-30,86.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,2018-05-01,106.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,2018-05-02,74.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,2018-05-03,66.79999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,2018-05-04,137.17999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,2018-05-05,123.18999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,2018-05-06,153.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,2018-05-07,62.16499999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,2018-05-08,154.12999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,2018-05-09,101.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,2018-05-10,92.55000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,2018-05-11,102.85000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,2018-05-12,99.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,2018-05-13,101.47999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,2018-05-14,63.839999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,2018-05-15,57.120000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,2018-05-16,68.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,2018-05-17,49.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,2018-05-18,50.00000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,2018-05-19,60.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,2018-05-20,61.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,2018-05-21,57.800000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,2018-05-22,41.449999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,2018-05-23,41.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,2018-05-24,51.669999999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,2018-05-25,66.20000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,2018-05-26,50.019999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,2018-05-27,48.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,2018-05-28,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,2018-05-29,49.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,2018-05-30,40.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,2018-05-31,42.690000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,2018-06-01,48.465999999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,2018-06-02,29.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,2018-06-03,17.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,2018-06-04,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,2018-06-05,9.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,2018-06-06,13.870000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,2018-06-07,5.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,2018-06-08,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,2018-06-09,4.109999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,2018-06-10,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,2018-06-11,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,2018-06-12,3.0199999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,2018-06-13,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,2018-06-14,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,2018-06-15,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,2018-06-16,52.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,2018-06-17,85.75000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,2018-06-18,54.919999999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,2018-06-19,16.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,2018-06-20,16.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,2018-06-21,28.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,2018-06-22,17.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,2018-06-23,29.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,2018-06-24,22.869999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,2018-06-25,13.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,2018-06-26,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,2018-06-27,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,2018-06-28,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,2018-06-29,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,2018-06-30,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,2018-07-01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,2018-07-02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,2018-07-03,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,2018-07-04,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,2018-07-05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,2018-07-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,2018-07-07,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,2018-07-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,2018-07-09,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,2018-07-10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,2018-07-11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,2018-07-12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,2018-07-13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,2018-07-14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,2018-07-15,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,2018-07-16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,2018-07-17,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,2018-07-18,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,2018-07-19,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,2018-07-20,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,2018-07-21,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,2018-07-22,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,2018-07-23,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,2018-07-24,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,2018-07-25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,2018-07-26,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,2018-07-27,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,2018-07-28,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,2018-07-29,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,2018-07-30,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,2018-07-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,2018-08-01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,2018-08-02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,2018-08-03,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,2018-08-04,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,2018-08-05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,2018-08-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,2018-08-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,2018-08-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,2018-08-09,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,2018-08-10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,2018-08-11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,2018-08-12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,2018-08-13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,2018-08-14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,2018-08-15,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,2018-08-16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,2018-08-17,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,2018-08-18,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,2018-08-19,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,2018-08-20,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,2018-08-21,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,2018-08-22,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,2018-08-23,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,2018-08-24,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,2018-08-25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,2018-08-26,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,2018-08-27,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,2018-08-28,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,2018-08-29,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,2018-08-30,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,2018-08-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,2018-09-01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,2018-09-02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,2018-09-03,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,2018-09-04,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,2018-09-05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,2018-09-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,2018-09-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,2018-09-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,2018-09-09,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,2018-09-10,3.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,2018-09-11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,2018-09-12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,2018-09-13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,2018-09-14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,2018-09-15,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,2018-09-16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,2018-09-17,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,2018-09-18,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,2018-09-19,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,2018-09-20,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,2018-09-21,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,2018-09-22,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,2018-09-23,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,2018-09-24,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,2018-09-25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,2018-09-26,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,2018-09-27,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,2018-09-28,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,2018-09-29,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,2018-09-30,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,2018-10-01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,2018-10-02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,2018-10-03,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,2018-10-04,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,2018-10-05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,2018-10-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,2018-10-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,2018-10-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,2018-10-09,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,2018-10-10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,2018-10-11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,2018-10-12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,2018-10-13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,2018-10-14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,2018-10-15,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,2018-10-16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,2018-10-17,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,2018-10-18,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,2018-10-19,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,2018-10-20,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,2018-10-21,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,2018-10-22,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,2018-10-23,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,2018-10-24,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,2018-10-25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,2018-10-26,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,2018-10-27,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,2018-10-28,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,2018-10-29,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,2018-10-30,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,2018-10-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,2018-11-01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,2018-11-02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,2018-11-03,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,2018-11-04,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,2018-11-05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,2018-11-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,2018-11-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,2018-11-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,2018-11-09,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,2018-11-10,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,2018-11-11,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
