Account_date,forecast,wh_name,wh_code,sku_code,sku_name,sales_qty,MAE,MAPE,RMSPE
2020-03-13,553.0,杭州配送中心,001,03110,散装草莓,1934.7870000000019,1381.7870000000019,0.10202577485642758,522.2663952660018
2020-03-14,552.0,杭州配送中心,001,03110,散装草莓,2309.225,1757.225,0.10870839474591816,664.1686210836393
2020-03-15,434.0,杭州配送中心,001,03110,散装草莓,2273.48,1839.48,0.11558617500169657,695.2580888110133
2020-03-16,520.0,杭州配送中心,001,03110,散装草莓,1673.1710000000016,1153.1710000000016,0.09845898254614403,435.85766930452417
2020-03-17,524.0,杭州配送中心,001,03110,散装草莓,1838.6420000000012,1314.6420000000012,0.10214386487418435,496.88797072579695
2020-03-11,7.0,杭州配送中心,001,03160,黑莓,0.0,7.0,inf,2.6457513110645907
2020-03-12,6.0,杭州配送中心,001,03160,黑莓,0.0,6.0,inf,2.2677868380553634
2020-03-13,4.0,杭州配送中心,001,03160,黑莓,0.0,4.0,inf,1.5118578920369088
2020-03-14,5.0,杭州配送中心,001,03160,黑莓,0.0,5.0,inf,1.889822365046136
2020-03-15,5.0,杭州配送中心,001,03160,黑莓,0.0,5.0,inf,1.889822365046136
2020-03-16,6.0,杭州配送中心,001,03160,黑莓,0.0,6.0,inf,2.2677868380553634
2020-03-17,6.0,杭州配送中心,001,03160,黑莓,0.0,6.0,inf,2.2677868380553634
2020-03-11,308.0,杭州配送中心,001,03180,好吃怡颗莓,288.89,19.110000000000014,0.009449963653985953,7.222901079206337
2020-03-12,305.0,杭州配送中心,001,03180,好吃怡颗莓,268.97,36.02999999999997,0.019136494245242417,13.618059962522446
2020-03-13,304.0,杭州配送中心,001,03180,好吃怡颗莓,301.8819,2.1181000000000267,0.0010023314226050588,0.8005665502808543
2020-03-14,277.0,杭州配送中心,001,03180,好吃怡颗莓,508.5508,231.55079999999998,0.06504499789261114,87.51797609686497
2020-03-15,306.0,杭州配送中心,001,03180,好吃怡颗莓,416.2071,110.20710000000003,0.03782701311095229,41.654368473375214
2020-03-16,315.0,杭州配送中心,001,03180,好吃怡颗莓,287.7,27.30000000000001,0.013555787278415022,10.318430113151909
2020-03-17,324.0,杭州配送中心,001,03180,好吃怡颗莓,282.6519,41.34809999999999,0.020898042534196398,15.628112826432824
2020-03-11,1621.0,杭州配送中心,001,04170,树顶红,1639.8439999999991,18.84399999999914,0.0016416195686906065,7.122362529385554
2020-03-12,1547.0,杭州配送中心,001,04170,树顶红,1391.536,155.46399999999994,0.015960164061255222,58.75986883190648
2020-03-13,1573.0,杭州配送中心,001,04170,树顶红,1337.9499999999996,235.0500000000004,0.02509703010469113,88.84054938081901
